ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
81296784,81338578,ALEX,INV,10/25/2024,10/25/2024,185.44,0.00,185.44,13.68,0.00,0.00,10/25/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/25/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,101.05,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,81296784,4,0,0,0.00,81,PRIORITY PICK,
81296784,81338578,ALEX,INV,10/25/2024,10/25/2024,185.44,0.00,185.44,13.68,0.00,0.00,10/25/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/25/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,101.05,,P,0.00,,0,C,NO EMPTIES,,,0.00,0.00,81296784,5,0,0,0.00,81,PRIORITY PICK,
81296784,81338578,ALEX,INV,10/25/2024,10/25/2024,185.44,0.00,185.44,13.68,0.00,0.00,10/25/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/25/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,101.05,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,81296784,6,0,1,54.00,81,PRIORITY PICK,
81296784,81338578,ALEX,INV,10/25/2024,10/25/2024,185.44,0.00,185.44,13.68,0.00,0.00,10/25/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/25/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,101.05,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,81296784,7,0,0,0.00,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,1,EZC-50-7007,47247520 8/CS 384/PLT E-Z CLOR,6# PH DOWN POUCH,BAG,9.25,9.25,81296706,1,0,1,6.10,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,0,CP,MSDS Sheet 38,"Rev#    Date:02/28/12 Bin:   ",,0.00,0.00,81296706,2,0,0,0.00,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,1,NAT-50-3008,20501PRO GAL 4/CS,PRO SERIES PHOSPHATE REMOVER,BTL,68.95,68.95,81296706,3,0,1,10.15,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,0,CP,MSDS Sheet 38,"Rev#    Date:02/28/12 Bin:   ",,0.00,0.00,81296706,4,0,0,0.00,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,81296706,5,0,1,54.00,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,81296706,6,0,0,0.00,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,2,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,56.08,81296706,7,0,2,82.40,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,81296706,8,0,0,0.00,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,2,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,40.88,81296706,9,0,2,85.20,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,81296706,10,0,0,0.00,81,PRIORITY PICK,
81296706,81338493,BLAKE,INV,10/24/2024,10/24/2024,330.16,0.00,330.16,25.75,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,237.85,,P,0.00,,0,C,EVEN X,,,0.00,0.00,81296706,11,0,0,0.00,81,PRIORITY PICK,
DC239109,DC196891,,INV,10/24/2024,10/24/2024,216.32,0.00,216.32,17.52,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,181.8,,P,0.00,,3,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,61.32,DC239109,1,0,3,127.80,214,PRIORITY PICK,
DC239109,DC196891,,INV,10/24/2024,10/24/2024,216.32,0.00,216.32,17.52,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,181.8,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,DC239109,2,0,0,0.00,214,PRIORITY PICK,
DC239109,DC196891,,INV,10/24/2024,10/24/2024,216.32,0.00,216.32,17.52,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,181.8,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,DC239109,3,0,1,54.00,214,PRIORITY PICK,
DC239109,DC196891,,INV,10/24/2024,10/24/2024,216.32,0.00,216.32,17.52,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,181.8,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,DC239109,4,0,0,0.00,214,PRIORITY PICK,
DC239108,DC196890,,INV,10/24/2024,10/24/2024,101.63,109.86,101.63,8.23,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.58,,P,0.00,No Preferred Carrier,1,PSL-45-5005,PS690 12/CS BLUE/WHITE DELUXE,FLOATING CHEMICAL FEEDER,EA,9.10,9.10,DC239108,1,0,1,0.60,214,PRIORITY PICK,
DC239108,DC196890,,INV,10/24/2024,10/24/2024,101.63,109.86,101.63,8.23,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.58,,P,0.00,No Preferred Carrier,1,SDC-201-0003,SW-61-143 HAYWARD STYLE,CLEANER TIRES W/HUMPS,EA,18.00,18.00,DC239108,2,0,1,0.63,214,PRIORITY PICK,
DC239108,DC196890,,INV,10/24/2024,10/24/2024,101.63,109.86,101.63,8.23,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.58,,P,0.00,No Preferred Carrier,2,SPG-601-1207,O-465-9 JHP TRAP LID/,SUPERFLO BRACKET ORING,EA,7.46,14.92,DC239108,4,0,2,0.04,214,PRIORITY PICK,
DC239108,DC196890,,INV,10/24/2024,10/24/2024,101.63,109.86,101.63,8.23,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.58,,P,0.00,No Preferred Carrier,1,SPG-601-1256,O-513KIT-9,PISTON ORING KIT 2&quot; AP/PF,EA,3.93,3.93,DC239108,5,0,1,0.05,214,PRIORITY PICK,
DC239108,DC196890,,INV,10/24/2024,10/24/2024,101.63,109.86,101.63,8.23,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.58,,P,0.00,No Preferred Carrier,2,PAC-101-1036,355030Z CHALLENGER/ SUPERFLO/,SUPERMAX DIFFUSER ORING,EA,9.26,18.52,DC239108,6,0,2,0.06,214,PRIORITY PICK,
DC239108,DC196890,,INV,10/24/2024,10/24/2024,101.63,109.86,101.63,8.23,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.58,,P,0.00,No Preferred Carrier,1,HAY-101-3203,SPX3200M,TRISTAR STRAINER BASKET,EA,22.74,22.74,DC239108,7,0,1,1.00,214,PRIORITY PICK,
DC239108,DC196890,,INV,10/24/2024,10/24/2024,101.63,109.86,101.63,8.23,0.00,0.00,10/24/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/24/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.58,,P,0.00,No Preferred Carrier,1,SPG-601-0199,B-199 WHISPERFLO,STRAINER BASKET,EA,14.42,14.42,DC239108,8,0,1,0.20,214,PRIORITY PICK,
ND370665,ND303086,SHAWN,INV,10/22/2024,10/22/2024,181.94,0.00,181.94,15.10,0.00,0.00,10/22/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/22/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,54.75,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,ND370665,1,0,1,54.00,512A,PRIORITY PICK,
ND370665,ND303086,SHAWN,INV,10/22/2024,10/22/2024,181.94,0.00,181.94,15.10,0.00,0.00,10/22/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/22/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,54.75,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,ND370665,2,0,0,0.00,512A,PRIORITY PICK,
ND370665,ND303086,SHAWN,INV,10/22/2024,10/22/2024,181.94,0.00,181.94,15.10,0.00,0.00,10/22/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/22/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,54.75,,P,0.00,,0,C,BAY 2,,,0.00,0.00,ND370665,3,0,0,0.00,512A,PRIORITY PICK,
ND370665,ND303086,SHAWN,INV,10/22/2024,10/22/2024,181.94,0.00,181.94,15.10,0.00,0.00,10/22/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/22/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,54.75,,P,0.00,,1,PSL-40-0432,PS170 DELUXE SERIES,18&quot; ALUM BACK COMBO BRUSH,EA,26.94,26.94,ND370665,4,0,1,0.75,512A,PRIORITY PICK,
DC238893,DC196711,JAMIE,INV,10/22/2024,10/22/2024,29.61,32.01,29.61,2.40,0.00,0.00,10/22/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/22/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,0.45,,P,0.00,No Preferred Carrier,1,TAY-45-1019,R-0004-C 12/BX,2OZ PH INDICATOR SOLUTION,EA,6.50,6.50,DC238893,1,0,1,0.15,214,PRIORITY PICK,
DC238893,DC196711,JAMIE,INV,10/22/2024,10/22/2024,29.61,32.01,29.61,2.40,0.00,0.00,10/22/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/22/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,0.45,,P,0.00,No Preferred Carrier,1,TAY-45-1003,R-0002-C 12/BX,2OZ #2 DPD REAGENT,EA,11.57,11.57,DC238893,2,0,1,0.15,214,PRIORITY PICK,
DC238893,DC196711,JAMIE,INV,10/22/2024,10/22/2024,29.61,32.01,29.61,2.40,0.00,0.00,10/22/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/22/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,0.45,,P,0.00,No Preferred Carrier,1,TAY-45-1002,R-0001-C 12/BX,2OZ #1 DPD REAGENT,EA,11.54,11.54,DC238893,3,0,1,0.15,214,PRIORITY PICK,
P5511020,P5440406,JEREMIAH,INV,10/21/2024,10/21/2024,45.42,48.96,45.42,3.54,0.00,0.00,10/21/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/21/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,2.29,,P,0.00,No Preferred Carrier,1,IPS-60-1039,10211 12/CS P-68 PT,CLEAR PRIMER,CAN,15.44,15.44,P5511020,1,0,1,1.05,537A,PRIORITY PICK,
P5511020,P5440406,JEREMIAH,INV,10/21/2024,10/21/2024,45.42,48.96,45.42,3.54,0.00,0.00,10/21/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/21/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,2.29,,P,0.00,No Preferred Carrier,1,IPS-60-740,13568 12/CS PT 746 GRY,POOL HEAVY HB PVC CEMENT,CAN,18.47,18.47,P5511020,3,0,1,1.20,537A,PRIORITY PICK,
P5511020,P5440406,JEREMIAH,INV,10/21/2024,10/21/2024,45.42,48.96,45.42,3.54,0.00,0.00,10/21/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/21/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,2.29,,P,0.00,No Preferred Carrier,1,HAY-101-2067,SPX3000T SUPER II,HOUSING GASKET,EA,11.51,11.51,P5511020,5,0,1,0.04,537A,PRIORITY PICK,
81296206,81338016,JERAMIAH,INV,10/18/2024,10/18/2024,15.14,0.00,15.14,1.18,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,23.4,,P,0.00,,1,AAA-06-241,CELAPOOL 24#,DIATOMAECOUS EARTH DE POLYBAG,BAG,15.14,15.14,81296206,1,0,1,23.40,81,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,DC238663,1,0,1,54.00,214,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,DC238663,2,0,0,0.00,214,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,DC238663,3,0,1,41.20,214,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,DC238663,4,0,0,0.00,214,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,20.44,DC238663,5,0,1,42.60,214,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,DC238663,6,0,0,0.00,214,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,2,RAI-401-1006,R22001Z #170,DELRIN SPRING CLIP,EA,2.63,5.26,DC238663,7,0,2,0.08,214,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,1,APB-50-8022,406303A 12/CS,QT BLACK ALGAETRINE,BTL,32.65,32.65,DC238663,8,0,1,2.45,214,PRIORITY PICK,
DC238663,DC196531,JAMIE,INV,10/18/2024,10/18/2024,241.39,0.00,241.39,19.55,0.00,0.00,10/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,140.33,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,DC238663,9,0,0,0.00,214,PRIORITY PICK,
DC238639,DC196511,,INV,10/17/2024,10/17/2024,155.00,0.00,155.00,12.56,0.00,0.00,10/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,54,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,DC238639,1,0,1,54.00,214,PRIORITY PICK,
DC238639,DC196511,,INV,10/17/2024,10/17/2024,155.00,0.00,155.00,12.56,0.00,0.00,10/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,54,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,DC238639,2,0,0,0.00,214,PRIORITY PICK,
81296009,81337833,BLAKE,INV,10/17/2024,10/17/2024,118.90,128.17,118.90,9.27,0.00,0.00,10/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,20.15,,P,0.00,No Preferred Carrier,1,EZC-50-1083,47249370 4/CS 144/PLT EZ CLOR,GAL NATURAL CLARIFIER,GAL,49.95,49.95,81296009,1,0,1,10.00,81,PRIORITY PICK,
81296009,81337833,BLAKE,INV,10/17/2024,10/17/2024,118.90,128.17,118.90,9.27,0.00,0.00,10/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,20.15,,P,0.00,No Preferred Carrier,1,NAT-50-3008,20501PRO GAL 4/CS,PRO SERIES PHOSPHATE REMOVER,BTL,68.95,68.95,81296009,2,0,1,10.15,81,PRIORITY PICK,
81296009,81337833,BLAKE,INV,10/17/2024,10/17/2024,118.90,128.17,118.90,9.27,0.00,0.00,10/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,20.15,,P,0.00,No Preferred Carrier,0,CP,MSDS Sheet 38,"Rev#    Date:02/28/12 Bin:   ",,0.00,0.00,81296009,3,0,0,0.00,81,PRIORITY PICK,
ND369711,ND302245,JENNY,INV,10/16/2024,10/16/2024,215.00,0.00,215.00,17.85,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,65.2,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,ND369711,1,0,1,54.00,512A,PRIORITY PICK,
ND369711,ND302245,JENNY,INV,10/16/2024,10/16/2024,215.00,0.00,215.00,17.85,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,65.2,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,ND369711,2,0,0,0.00,512A,PRIORITY PICK,
ND369711,ND302245,JENNY,INV,10/16/2024,10/16/2024,215.00,0.00,215.00,17.85,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,65.2,,P,0.00,,1,EZC-50-9210,47246720 4/CS 4/LYR E-Z CLOR,10# GRANULAR ALGAE OUT,PL,60.00,60.00,ND369711,3,0,1,11.20,512A,PRIORITY PICK,
ND369711,ND302245,JENNY,INV,10/16/2024,10/16/2024,215.00,0.00,215.00,17.85,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,65.2,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,ND369711,4,0,0,0.00,512A,PRIORITY PICK,
ND369711,ND302245,JENNY,INV,10/16/2024,10/16/2024,215.00,0.00,215.00,17.85,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,65.2,,P,0.00,,0,C,BAY 2,,,0.00,0.00,ND369711,5,0,0,0.00,512A,PRIORITY PICK,
DC238491,DC196391,,INV,10/16/2024,10/16/2024,254.58,0.00,254.58,20.62,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,107.55,,P,0.00,,1,APB-50-856,406104A 4/CS,GAL SWIMTRINE PLUS,BTL,79.14,79.14,DC238491,1,0,1,10.95,214,PRIORITY PICK,
